train_acc,train_rec,train_f1,test_acc,test_rec,test_f1,batch_size,dropout,lr,epochs,10
0.3010687181172125,0.47155963302752296,0.3652425944699005,0.3071969696969697,0.43199999999999994,0.3543586046697905,16,0.1,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.4094886590757096,0.5743119266055046,0.4688735734404036,0.29019472545222985,0.40800000000000003,0.3373991568067455,16,0.1,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.34726981879169766,0.5431192660550459,0.4214197769384012,0.2950763985329203,0.416,0.34292678725236864,16,0.1,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.2795624442038483,0.43486238532110094,0.3379677165311978,0.3185569456231995,0.44799999999999995,0.36601642036124804,16,0.2,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.3354617141956737,0.5192660550458716,0.4047428208907988,0.3282360001765148,0.448,0.3685229536805281,16,0.2,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.34686943649077695,0.5376146788990825,0.4186829435170272,0.28562637362637366,0.40800000000000003,0.3316850617843048,16,0.2,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.315300700018982,0.4917431192660551,0.3822358752234354,0.32801857080117947,0.43999999999999995,0.3659993984962406,8,0.1,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.5117901988066254,0.6128440366972477,0.5460093477823295,0.39931828191167573,0.44,0.4105656421086928,8,0.1,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.4138766535299568,0.5706422018348625,0.4780093660794737,0.32497011494252875,0.43200000000000005,0.3705176611525114,8,0.1,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.2888407463322108,0.45321100917431195,0.3517897096491206,0.3170044965786901,0.44799999999999995,0.3661046945286027,8,0.2,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.42350749930097975,0.5412844036697249,0.4256343481024465,0.29808585858585857,0.43199999999999994,0.35133556369256164,8,0.2,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.34963048414499637,0.5376146788990825,0.4206744607625081,0.30558422939068103,0.44,0.35871219042460356,8,0.2,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.33379123551368495,0.5192660550458716,0.40443889229387175,0.310246547314578,0.44799999999999995,0.36351881492640364,4,0.1,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.5365696218728976,0.6073394495412845,0.5263654247036125,0.33141921172509403,0.40800000000000003,0.3641794596381062,4,0.1,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.5330623775501491,0.655045871559633,0.5859814002694864,0.4043361259655377,0.448,0.41891384396750253,4,0.1,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.2983214356985493,0.46605504587155966,0.3618600605931448,0.31808156288156286,0.43999999999999995,0.36105989110707803,4,0.2,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.5093043651081742,0.5871559633027523,0.4978828060930449,0.36330940170940174,0.4640000000000001,0.4027074485356192,4,0.2,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.49813253993319984,0.5743119266055046,0.48453803563323783,0.36462642411513135,0.45600000000000007,0.4026526490446141,4,0.2,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.35019511441443574,0.5412844036697249,0.42214094929992074,0.3181885057471264,0.45599999999999996,0.37116567640648596,2,0.1,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.5581860649219478,0.6366972477064221,0.5662372826611226,0.35261600621600625,0.41600000000000004,0.3802582939379994,2,0.1,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.6314039163735213,0.6678899082568808,0.6213120821544399,0.39559928181658166,0.432,0.40891945220865084,2,0.1,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.31190700436811325,0.48623853211009177,0.37833637006828075,0.3004396551724138,0.40800000000000003,0.33984442746795684,2,0.2,0.001,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.4072464085426639,0.5743119266055046,0.4755406922240884,0.29871689291101056,0.4,0.3392217051354498,2,0.2,0.003,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
0.026071879471424964,0.1614678899082569,0.04489470556690871,0.023104,0.152,0.04011111111111111,2,0.2,0.005,75,roberta_embeddings_pmc_med_bio_mlm_roberta_large
